<TICKER>,<PER>,<DATE>,<TIME>,<LAST>,<VOL>
US1.ATVI,0,20200505,151641,69.500000000,100
US1.ATVI,0,20200505,151641,69.500000000,300
US1.ATVI,0,20200505,151641,69.500000000,100
US1.ATVI,0,20200505,151641,69.500000000,100
US1.ATVI,0,20200505,151649,69.510000000,200
US1.ATVI,0,20200505,151649,69.510000000,100
US1.ATVI,0,20200505,151649,69.520000000,100
US1.ATVI,0,20200505,151649,69.520000000,100
US1.ATVI,0,20200505,151649,69.520000000,100
US1.ATVI,0,20200505,151649,69.520000000,200
US1.ATVI,0,20200505,151659,69.510000000,100
US1.ATVI,0,20200505,151701,69.500000000,100
US1.ATVI,0,20200505,151701,69.500000000,100
US1.ATVI,0,20200505,151701,69.500000000,100
US1.ATVI,0,20200505,151703,69.510000000,200
US1.ATVI,0,20200505,151706,69.500000000,400
US1.ATVI,0,20200505,151706,69.500000000,100
US1.ATVI,0,20200505,151706,69.500000000,100
US1.ATVI,0,20200505,151706,69.495000000,200
US1.ATVI,0,20200505,151706,69.495000000,200
US1.ATVI,0,20200505,151706,69.495000000,116
US1.ATVI,0,20200505,151706,69.495000000,200
US1.ATVI,0,20200505,151706,69.495000000,150
US1.ATVI,0,20200505,151706,69.495000000,150
US1.ATVI,0,20200505,151706,69.495000000,200
US1.ATVI,0,20200505,151706,69.495000000,100
US1.ATVI,0,20200505,151710,69.495000000,1100
US1.ATVI,0,20200505,151715,69.500000000,100
US1.ATVI,0,20200505,151715,69.500000000,100
US1.ATVI,0,20200505,151715,69.510000000,100
US1.ATVI,0,20200505,151715,69.510000000,200
US1.ATVI,0,20200505,151743,69.480000000,100
US1.ATVI,0,20200505,151749,69.475000000,100
US1.ATVI,0,20200505,151749,69.480000000,100
US1.ATVI,0,20200505,151749,69.480000000,100
US1.ATVI,0,20200505,151749,69.490000000,100
US1.ATVI,0,20200505,151755,69.500000000,100
US1.ATVI,0,20200505,151757,69.485000000,100
US1.ATVI,0,20200505,151801,69.500000000,100
US1.ATVI,0,20200505,151803,69.500000000,100
US1.ATVI,0,20200505,151812,69.500000000,200
US1.ATVI,0,20200505,151817,69.500000000,100
US1.ATVI,0,20200505,151826,69.500000000,200
US1.ATVI,0,20200505,151826,69.500000000,100
US1.ATVI,0,20200505,151834,69.495000000,100
US1.ATVI,0,20200505,151834,69.495000000,100
US1.ATVI,0,20200505,151834,69.495000000,100
US1.ATVI,0,20200505,151834,69.495000000,100
US1.ATVI,0,20200505,151834,69.495000000,1100
US1.ATVI,0,20200505,151834,69.495000000,100
US1.ATVI,0,20200505,151835,69.500000000,100
US1.ATVI,0,20200505,151835,69.510000000,100
US1.ATVI,0,20200505,151836,69.510000000,100
US1.ATVI,0,20200505,151851,69.500000000,100
US1.ATVI,0,20200505,151851,69.495000000,200
US1.ATVI,0,20200505,151857,69.500000000,200
US1.ATVI,0,20200505,151902,69.490000000,200
US1.ATVI,0,20200505,151904,69.490000000,200
US1.ATVI,0,20200505,151904,69.495000000,100
US1.ATVI,0,20200505,151913,69.485000000,300
US1.ATVI,0,20200505,151913,69.485000000,300
US1.ATVI,0,20200505,151917,69.475000000,100
US1.ATVI,0,20200505,151917,69.470000000,200
US1.ATVI,0,20200505,151917,69.470000000,100
US1.ATVI,0,20200505,151919,69.470000000,200
US1.ATVI,0,20200505,151920,69.470000000,100
US1.ATVI,0,20200505,151924,69.470000000,100
US1.ATVI,0,20200505,151924,69.470000000,100
US1.ATVI,0,20200505,151929,69.475000000,200
US1.ATVI,0,20200505,151931,69.470000000,100
US1.ATVI,0,20200505,151932,69.465000000,100
US1.ATVI,0,20200505,151933,69.460000000,100
US1.ATVI,0,20200505,151933,69.450000000,200
US1.ATVI,0,20200505,151941,69.455000000,100
US1.ATVI,0,20200505,151945,69.450000000,100
US1.ATVI,0,20200505,151945,69.455000000,100
US1.ATVI,0,20200505,151949,69.455000000,100
US1.ATVI,0,20200505,151950,69.455000000,175
US1.ATVI,0,20200505,151950,69.455000000,175
US1.ATVI,0,20200505,151950,69.455000000,175
US1.ATVI,0,20200505,151950,69.455000000,100
US1.ATVI,0,20200505,151957,69.455000000,175
US1.ATVI,0,20200505,152005,69.450000000,100
US1.ATVI,0,20200505,152006,69.460000000,100
US1.ATVI,0,20200505,152006,69.460000000,100
US1.ATVI,0,20200505,152006,69.460000000,200
US1.ATVI,0,20200505,152006,69.460000000,100
US1.ATVI,0,20200505,152006,69.460000000,100
US1.ATVI,0,20200505,152006,69.460000000,200
US1.ATVI,0,20200505,152006,69.460000000,200
US1.ATVI,0,20200505,152006,69.460000000,200
US1.ATVI,0,20200505,152006,69.470000000,200
US1.ATVI,0,20200505,152006,69.470000000,300
US1.ATVI,0,20200505,152006,69.470000000,100
US1.ATVI,0,20200505,152017,69.500000000,100
US1.ATVI,0,20200505,152027,69.510000000,100
US1.ATVI,0,20200505,152030,69.490000000,100
US1.ATVI,0,20200505,152033,69.465000000,100
US1.ATVI,0,20200505,152034,69.460000000,100
US1.ATVI,0,20200505,152036,69.465000000,100
US1.ATVI,0,20200505,152041,69.475000000,100
US1.ATVI,0,20200505,152041,69.480000000,200
US1.ATVI,0,20200505,152041,69.500000000,100
US1.ATVI,0,20200505,152041,69.500000000,100
US1.ATVI,0,20200505,152041,69.500000000,200
US1.ATVI,0,20200505,152041,69.510000000,100
US1.ATVI,0,20200505,152041,69.510000000,200
US1.ATVI,0,20200505,152041,69.510000000,100
US1.ATVI,0,20200505,152041,69.520000000,100
US1.ATVI,0,20200505,152041,69.510000000,100
US1.ATVI,0,20200505,152046,69.510000000,100
US1.ATVI,0,20200505,152047,69.500000000,100
US1.ATVI,0,20200505,152059,69.510000000,100
US1.ATVI,0,20200505,152105,69.500000000,100
US1.ATVI,0,20200505,152105,69.500000000,100
US1.ATVI,0,20200505,152105,69.495000000,100
US1.ATVI,0,20200505,152105,69.495000000,100
US1.ATVI,0,20200505,152105,69.495000000,100
US1.ATVI,0,20200505,152105,69.495000000,200
US1.ATVI,0,20200505,152108,69.490000000,100
US1.ATVI,0,20200505,152110,69.500000000,100
US1.ATVI,0,20200505,152113,69.500000000,200
US1.ATVI,0,20200505,152113,69.500000000,100
US1.ATVI,0,20200505,152113,69.500000000,493
US1.ATVI,0,20200505,152123,69.475000000,200
US1.ATVI,0,20200505,152125,69.475000000,100
US1.ATVI,0,20200505,152125,69.470000000,200
US1.ATVI,0,20200505,152125,69.465000000,100
US1.ATVI,0,20200505,152125,69.460000000,100
US1.ATVI,0,20200505,152127,69.470000000,100
US1.ATVI,0,20200505,152128,69.470000000,100
US1.ATVI,0,20200505,152128,69.470000000,100
US1.ATVI,0,20200505,152128,69.470000000,100
US1.ATVI,0,20200505,152128,69.470000000,100
US1.ATVI,0,20200505,152139,69.455000000,100
US1.ATVI,0,20200505,152139,69.455000000,100
US1.ATVI,0,20200505,152141,69.455000000,300
US1.ATVI,0,20200505,152141,69.455000000,100
US1.ATVI,0,20200505,152145,69.460000000,100
US1.ATVI,0,20200505,152145,69.460000000,100
US1.ATVI,0,20200505,152145,69.470000000,100
US1.ATVI,0,20200505,152145,69.470000000,111
US1.ATVI,0,20200505,152147,69.470000000,100
US1.ATVI,0,20200505,152149,69.490000000,100
US1.ATVI,0,20200505,152152,69.500000000,100
US1.ATVI,0,20200505,152203,69.500000000,100
US1.ATVI,0,20200505,152204,69.480000000,100
US1.ATVI,0,20200505,152204,69.470000000,200
US1.ATVI,0,20200505,152204,69.470000000,100
US1.ATVI,0,20200505,152204,69.470000000,100
US1.ATVI,0,20200505,152228,69.480000000,100
US1.ATVI,0,20200505,152228,69.480000000,100
US1.ATVI,0,20200505,152237,69.480000000,100
US1.ATVI,0,20200505,152237,69.480000000,100
US1.ATVI,0,20200505,152237,69.480000000,135
US1.ATVI,0,20200505,152240,69.480000000,100
US1.ATVI,0,20200505,152257,69.475000000,100
US1.ATVI,0,20200505,152257,69.480000000,100
US1.ATVI,0,20200505,152257,69.480000000,100
US1.ATVI,0,20200505,152302,69.490000000,100
US1.ATVI,0,20200505,152304,69.490000000,100
US1.ATVI,0,20200505,152308,69.500000000,100
US1.ATVI,0,20200505,152325,69.510000000,1200
US1.ATVI,0,20200505,152325,69.510000000,800
US1.ATVI,0,20200505,152325,69.510000000,100
US1.ATVI,0,20200505,152333,69.510000000,400
US1.ATVI,0,20200505,152333,69.510000000,100
US1.ATVI,0,20200505,152338,69.510000000,288
US1.ATVI,0,20200505,152338,69.510000000,100
US1.ATVI,0,20200505,152346,69.500000000,200
US1.ATVI,0,20200505,152346,69.500000000,100
US1.ATVI,0,20200505,152404,69.500000000,100
US1.ATVI,0,20200505,152404,69.500000000,100
US1.ATVI,0,20200505,152404,69.500000000,100
US1.ATVI,0,20200505,152404,69.500000000,100
US1.ATVI,0,20200505,152404,69.500000000,100
US1.ATVI,0,20200505,152404,69.500000000,100
US1.ATVI,0,20200505,152404,69.500000000,200
US1.ATVI,0,20200505,152404,69.500000000,100
US1.ATVI,0,20200505,152405,69.500000000,200
US1.ATVI,0,20200505,152415,69.510000000,100
US1.ATVI,0,20200505,152415,69.510000000,100
US1.ATVI,0,20200505,152415,69.510000000,100
US1.ATVI,0,20200505,152415,69.510000000,100
US1.ATVI,0,20200505,152423,69.520000000,100
US1.ATVI,0,20200505,152428,69.540000000,100
US1.ATVI,0,20200505,152434,69.530000000,300
US1.ATVI,0,20200505,152435,69.520000000,100
US1.ATVI,0,20200505,152435,69.520000000,200
US1.ATVI,0,20200505,152439,69.510000000,100
US1.ATVI,0,20200505,152439,69.510000000,288
US1.ATVI,0,20200505,152439,69.510000000,102
US1.ATVI,0,20200505,152442,69.520000000,100
US1.ATVI,0,20200505,152445,69.510000000,300
US1.ATVI,0,20200505,152449,69.510000000,100
US1.ATVI,0,20200505,152451,69.515000000,100
US1.ATVI,0,20200505,152451,69.515000000,100
US1.ATVI,0,20200505,152506,69.500000000,100
US1.ATVI,0,20200505,152506,69.500000000,100
US1.ATVI,0,20200505,152506,69.500000000,100
US1.ATVI,0,20200505,152509,69.510000000,100
US1.ATVI,0,20200505,152511,69.510000000,400
US1.ATVI,0,20200505,152511,69.510000000,700
US1.ATVI,0,20200505,152515,69.520000000,100
US1.ATVI,0,20200505,152515,69.520000000,200
US1.ATVI,0,20200505,152515,69.530000000,100
US1.ATVI,0,20200505,152517,69.530000000,100
US1.ATVI,0,20200505,152524,69.540000000,100
US1.ATVI,0,20200505,152524,69.540000000,100
US1.ATVI,0,20200505,152539,69.550000000,100
US1.ATVI,0,20200505,152539,69.550000000,209
US1.ATVI,0,20200505,152540,69.555000000,100
US1.ATVI,0,20200505,152540,69.555000000,100
US1.ATVI,0,20200505,152540,69.550000000,200
US1.ATVI,0,20200505,152540,69.550000000,100
US1.ATVI,0,20200505,152551,69.550000000,100
US1.ATVI,0,20200505,152554,69.540000000,100
US1.ATVI,0,20200505,152554,69.540000000,100
US1.ATVI,0,20200505,152554,69.520000000,100
US1.ATVI,0,20200505,152554,69.510000000,100
US1.ATVI,0,20200505,152554,69.510000000,100
US1.ATVI,0,20200505,152559,69.515000000,100
US1.ATVI,0,20200505,152601,69.520000000,100
US1.ATVI,0,20200505,152601,69.520000000,100
US1.ATVI,0,20200505,152607,69.510000000,100
US1.ATVI,0,20200505,152609,69.510000000,100
US1.ATVI,0,20200505,152626,69.510000000,100
US1.ATVI,0,20200505,152628,69.510000000,100
US1.ATVI,0,20200505,152630,69.500000000,200
US1.ATVI,0,20200505,152634,69.510000000,200
US1.ATVI,0,20200505,152634,69.510000000,197
US1.ATVI,0,20200505,152634,69.510000000,100
US1.ATVI,0,20200505,152634,69.530000000,100
US1.ATVI,0,20200505,152640,69.510000000,100
US1.ATVI,0,20200505,152645,69.500000000,100
US1.ATVI,0,20200505,152656,69.500000000,100
US1.ATVI,0,20200505,152702,69.500000000,100
US1.ATVI,0,20200505,152702,69.500000000,100
US1.ATVI,0,20200505,152702,69.500000000,200
US1.ATVI,0,20200505,152702,69.500000000,800
US1.ATVI,0,20200505,152702,69.500000000,100
US1.ATVI,0,20200505,152703,69.500000000,100
US1.ATVI,0,20200505,152703,69.500000000,100
US1.ATVI,0,20200505,152710,69.500000000,100
US1.ATVI,0,20200505,152720,69.490000000,100
US1.ATVI,0,20200505,152720,69.490000000,100
US1.ATVI,0,20200505,152731,69.475000000,100
US1.ATVI,0,20200505,152735,69.465000000,100
US1.ATVI,0,20200505,152735,69.470000000,200
US1.ATVI,0,20200505,152737,69.465000000,100
US1.ATVI,0,20200505,152737,69.465000000,100
US1.ATVI,0,20200505,152737,69.460000000,100
US1.ATVI,0,20200505,152747,69.440000000,126
US1.ATVI,0,20200505,152757,69.450000000,100
US1.ATVI,0,20200505,152759,69.450000000,100
US1.ATVI,0,20200505,152759,69.440000000,100
US1.ATVI,0,20200505,152759,69.440000000,200
US1.ATVI,0,20200505,152759,69.450000000,200
US1.ATVI,0,20200505,152759,69.450000000,100
US1.ATVI,0,20200505,152759,69.450000000,100
US1.ATVI,0,20200505,152759,69.450000000,100
US1.ATVI,0,20200505,152809,69.430000000,100
US1.ATVI,0,20200505,152809,69.400000000,100
US1.ATVI,0,20200505,152809,69.390000000,100
US1.ATVI,0,20200505,152810,69.370000000,140
US1.ATVI,0,20200505,152812,69.370000000,200
US1.ATVI,0,20200505,152812,69.370000000,100
US1.ATVI,0,20200505,152816,69.330000000,100
US1.ATVI,0,20200505,152816,69.330000000,100
US1.ATVI,0,20200505,152816,69.320000000,100
US1.ATVI,0,20200505,152816,69.320000000,150
US1.ATVI,0,20200505,152819,69.330000000,100
US1.ATVI,0,20200505,152819,69.340000000,200
US1.ATVI,0,20200505,152819,69.360000000,100
US1.ATVI,0,20200505,152827,69.300000000,100
US1.ATVI,0,20200505,152827,69.290000000,100
US1.ATVI,0,20200505,152837,69.320000000,100
US1.ATVI,0,20200505,152837,69.320000000,100
US1.ATVI,0,20200505,152838,69.310000000,100
US1.ATVI,0,20200505,152839,69.340000000,100
US1.ATVI,0,20200505,152840,69.330000000,100
US1.ATVI,0,20200505,152840,69.330000000,100
US1.ATVI,0,20200505,152840,69.330000000,100
US1.ATVI,0,20200505,152841,69.350000000,100
US1.ATVI,0,20200505,152847,69.330000000,100
US1.ATVI,0,20200505,152847,69.310000000,114
US1.ATVI,0,20200505,152853,69.310000000,100
US1.ATVI,0,20200505,152857,69.300000000,200
US1.ATVI,0,20200505,152857,69.300000000,200
US1.ATVI,0,20200505,152858,69.300000000,100
US1.ATVI,0,20200505,152900,69.320000000,100
US1.ATVI,0,20200505,152900,69.320000000,100
US1.ATVI,0,20200505,152900,69.330000000,100
US1.ATVI,0,20200505,152907,69.330000000,100
US1.ATVI,0,20200505,152913,69.310000000,100
US1.ATVI,0,20200505,152919,69.310000000,100
US1.ATVI,0,20200505,152919,69.310000000,100
US1.ATVI,0,20200505,152935,69.300000000,100
US1.ATVI,0,20200505,152935,69.300000000,100
US1.ATVI,0,20200505,152944,69.240000000,100
US1.ATVI,0,20200505,152944,69.230000000,200
US1.ATVI,0,20200505,152944,69.225000000,100
US1.ATVI,0,20200505,152958,69.160000000,136
US1.ATVI,0,20200505,152958,69.170000000,100
US1.ATVI,0,20200505,152958,69.180000000,100
US1.ATVI,0,20200505,152958,69.180000000,100
US1.ATVI,0,20200505,153000,69.170000000,200
US1.ATVI,0,20200505,153003,69.150000000,185
US1.ATVI,0,20200505,153005,69.140000000,100
US1.ATVI,0,20200505,153009,69.140000000,100
US1.ATVI,0,20200505,153009,69.140000000,100
US1.ATVI,0,20200505,153014,69.130000000,100
US1.ATVI,0,20200505,153014,69.140000000,100
US1.ATVI,0,20200505,153019,69.120000000,200
US1.ATVI,0,20200505,153024,69.110000000,100
US1.ATVI,0,20200505,153028,69.110000000,100
US1.ATVI,0,20200505,153030,69.110000000,100
US1.ATVI,0,20200505,153038,69.110000000,100
US1.ATVI,0,20200505,153038,69.120000000,100
US1.ATVI,0,20200505,153038,69.120000000,100
US1.ATVI,0,20200505,153041,69.115000000,100
US1.ATVI,0,20200505,153042,69.110000000,100
US1.ATVI,0,20200505,153046,69.110000000,100
US1.ATVI,0,20200505,153051,69.110000000,200
US1.ATVI,0,20200505,153051,69.110000000,200
US1.ATVI,0,20200505,153058,69.100000000,100
US1.ATVI,0,20200505,153058,69.100000000,100
US1.ATVI,0,20200505,153100,69.110000000,200
US1.ATVI,0,20200505,153103,69.110000000,100
US1.ATVI,0,20200505,153104,69.115000000,100
US1.ATVI,0,20200505,153106,69.120000000,100
US1.ATVI,0,20200505,153106,69.130000000,100
US1.ATVI,0,20200505,153106,69.140000000,630
US1.ATVI,0,20200505,153108,69.120000000,100
US1.ATVI,0,20200505,153109,69.110000000,100
US1.ATVI,0,20200505,153111,69.110000000,100
US1.ATVI,0,20200505,153112,69.105000000,100
US1.ATVI,0,20200505,153117,69.030000000,182
US1.ATVI,0,20200505,153117,69.020000000,144
US1.ATVI,0,20200505,153117,69.010000000,200
US1.ATVI,0,20200505,153117,69.000000000,200
US1.ATVI,0,20200505,153118,69.010000000,200
US1.ATVI,0,20200505,153118,69.000000000,100
US1.ATVI,0,20200505,153118,69.010000000,100
US1.ATVI,0,20200505,153118,69.010000000,200
US1.ATVI,0,20200505,153118,69.010000000,100
US1.ATVI,0,20200505,153118,69.010000000,100
US1.ATVI,0,20200505,153118,69.010000000,100
US1.ATVI,0,20200505,153119,69.005000000,100
US1.ATVI,0,20200505,153119,69.000000000,100
US1.ATVI,0,20200505,153119,69.000000000,100
US1.ATVI,0,20200505,153127,68.940000000,100
US1.ATVI,0,20200505,153128,68.930000000,100
US1.ATVI,0,20200505,153128,68.940000000,100
US1.ATVI,0,20200505,153145,68.900000000,200
US1.ATVI,0,20200505,153147,68.890000000,100
US1.ATVI,0,20200505,153152,68.900000000,100
US1.ATVI,0,20200505,153152,68.900000000,100
US1.ATVI,0,20200505,153152,68.920000000,100
US1.ATVI,0,20200505,153152,68.920000000,100
US1.ATVI,0,20200505,153156,68.920000000,100
US1.ATVI,0,20200505,153205,68.850000000,100
US1.ATVI,0,20200505,153208,68.810000000,100
US1.ATVI,0,20200505,153208,68.810000000,100
US1.ATVI,0,20200505,153211,68.820000000,100
US1.ATVI,0,20200505,153225,68.820000000,100
US1.ATVI,0,20200505,153225,68.820000000,300
US1.ATVI,0,20200505,153227,68.830000000,197
US1.ATVI,0,20200505,153231,68.850000000,200
US1.ATVI,0,20200505,153231,68.850000000,200
US1.ATVI,0,20200505,153236,68.840000000,100
US1.ATVI,0,20200505,153241,68.830000000,100
US1.ATVI,0,20200505,153245,68.820000000,100
US1.ATVI,0,20200505,153249,68.830000000,100
US1.ATVI,0,20200505,153303,68.810000000,100
US1.ATVI,0,20200505,153307,68.790000000,100
US1.ATVI,0,20200505,153322,68.640000000,100
US1.ATVI,0,20200505,153323,68.620000000,100
US1.ATVI,0,20200505,153355,68.580000000,100
US1.ATVI,0,20200505,153355,68.590000000,100
US1.ATVI,0,20200505,153355,68.580000000,343
US1.ATVI,0,20200505,153359,68.580000000,185
US1.ATVI,0,20200505,153401,68.590000000,100
US1.ATVI,0,20200505,153405,68.570000000,100
US1.ATVI,0,20200505,153417,68.580000000,150
US1.ATVI,0,20200505,153417,68.570000000,100
US1.ATVI,0,20200505,153417,68.570000000,100
US1.ATVI,0,20200505,153428,68.540000000,100
US1.ATVI,0,20200505,153428,68.540000000,100
US1.ATVI,0,20200505,153431,68.520000000,100
US1.ATVI,0,20200505,153434,68.470000000,100
US1.ATVI,0,20200505,153434,68.470000000,100
US1.ATVI,0,20200505,153436,68.480000000,100
US1.ATVI,0,20200505,153444,68.490000000,200
US1.ATVI,0,20200505,153444,68.490000000,100
US1.ATVI,0,20200505,153444,68.500000000,100
US1.ATVI,0,20200505,153444,68.485000000,100
US1.ATVI,0,20200505,153446,68.500000000,100
US1.ATVI,0,20200505,153451,68.500000000,100
US1.ATVI,0,20200505,153451,68.500000000,600
US1.ATVI,0,20200505,153455,68.495000000,100
US1.ATVI,0,20200505,153455,68.495000000,100
US1.ATVI,0,20200505,153456,68.495000000,100
US1.ATVI,0,20200505,153458,68.495000000,100
US1.ATVI,0,20200505,153500,68.495000000,100
US1.ATVI,0,20200505,153503,68.490000000,200
US1.ATVI,0,20200505,153503,68.470000000,100
US1.ATVI,0,20200505,153517,68.435000000,100
US1.ATVI,0,20200505,153519,68.400000000,100
US1.ATVI,0,20200505,153519,68.405000000,100
US1.ATVI,0,20200505,153523,68.400000000,100
US1.ATVI,0,20200505,153523,68.400000000,100
US1.ATVI,0,20200505,153524,68.390000000,100
US1.ATVI,0,20200505,153529,68.390000000,100
US1.ATVI,0,20200505,153529,68.390000000,100
US1.ATVI,0,20200505,153530,68.410000000,100
US1.ATVI,0,20200505,153530,68.410000000,100
US1.ATVI,0,20200505,153534,68.400000000,100
US1.ATVI,0,20200505,153538,68.400000000,100
US1.ATVI,0,20200505,153539,68.410000000,100
US1.ATVI,0,20200505,153539,68.410000000,100
US1.ATVI,0,20200505,153541,68.420000000,100
US1.ATVI,0,20200505,153547,68.420000000,100
US1.ATVI,0,20200505,153548,68.430000000,100
US1.ATVI,0,20200505,153549,68.450000000,100
US1.ATVI,0,20200505,153551,68.460000000,100
US1.ATVI,0,20200505,153551,68.460000000,100
US1.ATVI,0,20200505,153551,68.460000000,100
US1.ATVI,0,20200505,153552,68.470000000,176
US1.ATVI,0,20200505,153558,68.490000000,105
US1.ATVI,0,20200505,153558,68.495000000,100
US1.ATVI,0,20200505,153558,68.495000000,100
US1.ATVI,0,20200505,153559,68.485000000,100
US1.ATVI,0,20200505,153601,68.475000000,100
US1.ATVI,0,20200505,153603,68.475000000,100
US1.ATVI,0,20200505,153603,68.470000000,200
US1.ATVI,0,20200505,153605,68.440000000,100
US1.ATVI,0,20200505,153605,68.450000000,100
US1.ATVI,0,20200505,153606,68.455000000,100
US1.ATVI,0,20200505,153606,68.410000000,100
US1.ATVI,0,20200505,153606,68.410000000,200
US1.ATVI,0,20200505,153607,68.415000000,100
US1.ATVI,0,20200505,153610,68.430000000,100
US1.ATVI,0,20200505,153610,68.430000000,100
US1.ATVI,0,20200505,153610,68.445000000,100
US1.ATVI,0,20200505,153612,68.445000000,100
US1.ATVI,0,20200505,153613,68.440000000,100
US1.ATVI,0,20200505,153617,68.430000000,100
US1.ATVI,0,20200505,153618,68.440000000,100
US1.ATVI,0,20200505,153618,68.450000000,100
US1.ATVI,0,20200505,153623,68.410000000,200
US1.ATVI,0,20200505,153623,68.380000000,100
US1.ATVI,0,20200505,153628,68.350000000,150
US1.ATVI,0,20200505,153629,68.360000000,100
US1.ATVI,0,20200505,153632,68.350000000,200
US1.ATVI,0,20200505,153632,68.350000000,100
US1.ATVI,0,20200505,153634,68.350000000,100
US1.ATVI,0,20200505,153636,68.350000000,200
US1.ATVI,0,20200505,153637,68.350000000,200
US1.ATVI,0,20200505,153637,68.345000000,100
US1.ATVI,0,20200505,153637,68.340000000,100
US1.ATVI,0,20200505,153637,68.340000000,100
US1.ATVI,0,20200505,153638,68.340000000,100
US1.ATVI,0,20200505,153638,68.340000000,100
US1.ATVI,0,20200505,153638,68.365000000,100
US1.ATVI,0,20200505,153646,68.370000000,200
US1.ATVI,0,20200505,153646,68.380000000,200
US1.ATVI,0,20200505,153650,68.380000000,200
US1.ATVI,0,20200505,153651,68.390000000,100
US1.ATVI,0,20200505,153652,68.410000000,200
US1.ATVI,0,20200505,153654,68.410000000,100
US1.ATVI,0,20200505,153655,68.410000000,200
US1.ATVI,0,20200505,153655,68.410000000,100
US1.ATVI,0,20200505,153658,68.480000000,200
US1.ATVI,0,20200505,153700,68.480000000,200
US1.ATVI,0,20200505,153701,68.470000000,100
US1.ATVI,0,20200505,153703,68.475000000,100
US1.ATVI,0,20200505,153703,68.470000000,100
US1.ATVI,0,20200505,153709,68.480000000,100
US1.ATVI,0,20200505,153709,68.485000000,200
US1.ATVI,0,20200505,153709,68.480000000,200
US1.ATVI,0,20200505,153710,68.495000000,300
US1.ATVI,0,20200505,153710,68.495000000,300
US1.ATVI,0,20200505,153712,68.540000000,100
US1.ATVI,0,20200505,153713,68.560000000,100
US1.ATVI,0,20200505,153713,68.565000000,200
US1.ATVI,0,20200505,153713,68.560000000,105
US1.ATVI,0,20200505,153716,68.550000000,200
US1.ATVI,0,20200505,153718,68.560000000,200
US1.ATVI,0,20200505,153725,68.500000000,200
US1.ATVI,0,20200505,153725,68.500000000,111
US1.ATVI,0,20200505,153725,68.490000000,200
US1.ATVI,0,20200505,153725,68.490000000,200
US1.ATVI,0,20200505,153725,68.500000000,200
US1.ATVI,0,20200505,153725,68.500000000,100
US1.ATVI,0,20200505,153725,68.500000000,200
US1.ATVI,0,20200505,153725,68.500000000,300
US1.ATVI,0,20200505,153725,68.500000000,100
US1.ATVI,0,20200505,153725,68.500000000,200
US1.ATVI,0,20200505,153725,68.490000000,200
US1.ATVI,0,20200505,153725,68.495000000,195
US1.ATVI,0,20200505,153725,68.510000000,100
US1.ATVI,0,20200505,153729,68.500000000,200
US1.ATVI,0,20200505,153731,68.500000000,200
US1.ATVI,0,20200505,153731,68.500000000,100
US1.ATVI,0,20200505,153732,68.510000000,100
US1.ATVI,0,20200505,153734,68.510000000,100
US1.ATVI,0,20200505,153734,68.510000000,100
US1.ATVI,0,20200505,153740,68.500000000,100
US1.ATVI,0,20200505,153741,68.500000000,300
US1.ATVI,0,20200505,153745,68.495000000,500
US1.ATVI,0,20200505,153745,68.495000000,200
US1.ATVI,0,20200505,153745,68.495000000,300
US1.ATVI,0,20200505,153745,68.495000000,200
US1.ATVI,0,20200505,153746,68.500000000,200
US1.ATVI,0,20200505,153747,68.500000000,296
US1.ATVI,0,20200505,153747,68.500000000,200
US1.ATVI,0,20200505,153749,68.490000000,100
US1.ATVI,0,20200505,153752,68.495000000,114
US1.ATVI,0,20200505,153752,68.495000000,100
US1.ATVI,0,20200505,153752,68.490000000,100
US1.ATVI,0,20200505,153754,68.495000000,300
US1.ATVI,0,20200505,153754,68.495000000,300
US1.ATVI,0,20200505,153754,68.495000000,235
US1.ATVI,0,20200505,153754,68.490000000,135
US1.ATVI,0,20200505,153756,68.485000000,100
US1.ATVI,0,20200505,153756,68.490000000,100
US1.ATVI,0,20200505,153756,68.500000000,200
US1.ATVI,0,20200505,153756,68.500000000,100
US1.ATVI,0,20200505,153756,68.500000000,100
US1.ATVI,0,20200505,153759,68.490000000,100
US1.ATVI,0,20200505,153812,68.520000000,100
US1.ATVI,0,20200505,153816,68.520000000,200
US1.ATVI,0,20200505,153817,68.500000000,100
US1.ATVI,0,20200505,153817,68.500000000,127
US1.ATVI,0,20200505,153823,68.510000000,100
US1.ATVI,0,20200505,153825,68.480000000,200
US1.ATVI,0,20200505,153825,68.490000000,200
US1.ATVI,0,20200505,153831,68.480000000,100
US1.ATVI,0,20200505,153831,68.480000000,100
US1.ATVI,0,20200505,153832,68.485000000,100
US1.ATVI,0,20200505,153833,68.485000000,100
US1.ATVI,0,20200505,153833,68.485000000,100
US1.ATVI,0,20200505,153834,68.480000000,100
US1.ATVI,0,20200505,153848,68.470000000,100
US1.ATVI,0,20200505,153854,68.500000000,100
US1.ATVI,0,20200505,153858,68.540000000,100
US1.ATVI,0,20200505,153911,68.620000000,143
US1.ATVI,0,20200505,153914,68.670000000,200
US1.ATVI,0,20200505,153914,68.670000000,200
US1.ATVI,0,20200505,153915,68.670000000,100
US1.ATVI,0,20200505,153915,68.670000000,300
US1.ATVI,0,20200505,153915,68.670000000,100
US1.ATVI,0,20200505,153918,68.610000000,144
US1.ATVI,0,20200505,153926,68.660000000,100
US1.ATVI,0,20200505,153936,68.630000000,100
US1.ATVI,0,20200505,153944,68.650000000,100
US1.ATVI,0,20200505,153948,68.640000000,200
